Date,Open,High,Low,Close,Adj Close,Volume
9/30/17,0.241582,0.249063,0.241175,0.2462,0.2462,68214599
10/1/17,0.246316,0.258422,0.244506,0.257566,0.257566,64032973
10/2/17,0.256999,0.257844,0.249484,0.25369,0.25369,96896980
10/3/17,0.254357,0.256624,0.248413,0.253863,0.253863,60810690
10/4/17,0.253738,0.270781,0.25262,0.267952,0.267952,154169674
10/5/17,0.268961,0.302821,0.268983,0.297905,0.297905,508163423
10/6/17,0.298798,0.304872,0.293971,0.293134,0.293134,209783730
10/7/17,0.293039,0.299768,0.292431,0.298859,0.298859,97632625
10/8/17,0.298486,0.350966,0.297509,0.350966,0.350966,664257920
10/9/17,0.349479,0.349451,0.301523,0.316141,0.316141,765932114
10/10/17,0.317396,0.333147,0.302142,0.326151,0.326151,480406884
10/11/17,0.326057,0.335286,0.323824,0.3292,0.3292,200685349
10/12/17,0.329956,0.333051,0.309921,0.309921,0.309921,305666990
10/13/17,0.30976,0.329969,0.297724,0.324569,0.324569,496766484
10/14/17,0.325393,0.33358,0.320621,0.320621,0.320621,263105360
10/15/17,0.320891,0.33445,0.310314,0.329424,0.329424,349675316
10/16/17,0.328679,0.364927,0.311686,0.320802,0.320802,1205873836
10/17/17,0.320635,0.329565,0.279075,0.289918,0.289918,513793354
10/18/17,0.288858,0.297664,0.258294,0.272363,0.272363,441506030
10/19/17,0.272001,0.289459,0.259855,0.268443,0.268443,379977073
10/20/17,0.268363,0.280113,0.263448,0.265713,0.265713,230572448
10/21/17,0.265259,0.268025,0.253377,0.266302,0.266302,147410434
10/22/17,0.266229,0.267419,0.253311,0.258018,0.258018,95851018
10/23/17,0.257168,0.257631,0.241139,0.248917,0.248917,126292307
10/24/17,0.247197,0.275409,0.240507,0.261839,0.261839,278864624
10/25/17,0.262433,0.264003,0.255866,0.261729,0.261729,95962391
10/26/17,0.261525,0.264132,0.260256,0.26156,0.26156,49059036
10/27/17,0.261612,0.262997,0.259054,0.259626,0.259626,37926326
10/28/17,0.259379,0.26051,0.257854,0.258409,0.258409,34395131
10/29/17,0.257799,0.263098,0.256136,0.260173,0.260173,80201741
10/30/17,0.260547,0.261762,0.259157,0.259916,0.259916,44665565
10/31/17,0.259524,0.261345,0.258434,0.258559,0.258559,56564552
11/1/17,0.258158,0.259795,0.249257,0.249896,0.249896,87434703
11/2/17,0.250503,0.271293,0.236166,0.263646,0.263646,253284039
11/3/17,0.264087,0.292033,0.258293,0.265536,0.265536,476386251
11/4/17,0.265472,0.265978,0.257881,0.259944,0.259944,94426040
11/5/17,0.259337,0.261697,0.256444,0.257762,0.257762,59905596
11/6/17,0.257649,0.266128,0.25706,0.261896,0.261896,129979036
11/7/17,0.260768,0.26982,0.259399,0.26837,0.26837,145534333
11/8/17,0.268779,0.281872,0.265547,0.276645,0.276645,199698945
11/9/17,0.277248,0.28214,0.272665,0.275666,0.275666,187484787
11/10/17,0.276639,0.277559,0.260393,0.261841,0.261841,178843937
11/11/17,0.261163,0.271952,0.260543,0.266846,0.266846,170563264
11/12/17,0.266572,0.266572,0.247773,0.250443,0.250443,318766202
11/13/17,0.250612,0.259938,0.250631,0.259124,0.259124,168850587
11/14/17,0.259426,0.272245,0.259406,0.26717,0.26717,162168761
11/15/17,0.266039,0.271048,0.264983,0.271881,0.271881,128045349
11/16/17,0.271497,0.346288,0.267092,0.289743,0.289743,1304607523
11/17/17,0.286759,0.304959,0.280099,0.289095,0.289095,506622899
11/18/17,0.289051,0.293966,0.283759,0.291705,0.291705,184109818
11/19/17,0.291084,0.301407,0.288401,0.295539,0.295539,247938574
11/20/17,0.295948,0.311736,0.295158,0.305898,0.305898,275026245
11/21/17,0.304897,0.308784,0.290907,0.297934,0.297934,278239307
11/22/17,0.29713,0.305949,0.296669,0.303423,0.303423,212239183
11/23/17,0.30359,0.317997,0.301447,0.308044,0.308044,305862487
11/24/17,0.308615,0.312158,0.303581,0.310916,0.310916,268777557
11/25/17,0.310326,0.324969,0.309571,0.320766,0.320766,270184433
11/26/17,0.321428,0.321428,0.316006,0.316347,0.316347,169473805
11/27/17,0.315695,0.323868,0.314635,0.32396,0.32396,250994523
11/28/17,0.3241,0.385749,0.323256,0.383244,0.383244,923343826
11/29/17,0.381597,0.381657,0.30788,0.312653,0.312653,696117240
11/30/17,0.316987,0.336477,0.295592,0.323432,0.323432,349253314
12/1/17,0.322754,0.328116,0.308252,0.32415,0.32415,231978958
12/2/17,0.324095,0.328611,0.317883,0.323887,0.323887,149905525
12/3/17,0.323935,0.333496,0.314088,0.321178,0.321178,171310707
12/4/17,0.321637,0.324693,0.313226,0.321452,0.321452,132664805
12/5/17,0.321486,0.321854,0.311251,0.312425,0.312425,221643284
12/6/17,0.311556,0.31207,0.291259,0.297331,0.297331,351008964
12/7/17,0.297432,0.299026,0.283669,0.286461,0.286461,353803537
12/8/17,0.287506,0.358262,0.285597,0.323754,0.323754,847726906
12/9/17,0.323801,0.328324,0.308278,0.31423,0.31423,263611594
12/10/17,0.315308,0.315308,0.294449,0.30521,0.30521,254851764
12/11/17,0.304234,0.324844,0.30322,0.323473,0.323473,226324994
12/12/17,0.324202,0.558776,0.32261,0.480673,0.480673,2001025472
12/13/17,0.479576,0.66086,0.440846,0.603714,0.603714,3509994733
12/14/17,0.603182,1.137908,0.597133,1.105738,1.105738,8135320820
12/15/17,1.102536,1.101933,0.850761,0.972298,0.972298,4107115279
12/16/17,0.971413,1.049114,0.953635,0.975462,0.975462,1716247327
12/17/17,0.969654,0.984898,0.925685,0.937698,0.937698,1036614480
12/18/17,0.937274,1.019401,0.887021,1.001421,1.001421,1727409280
12/19/17,1.000185,1.110939,0.974358,1.018743,1.018743,1866450145
12/20/17,1.013483,1.012186,0.940371,0.994941,0.994941,1291713965
12/21/17,1.003341,1.574944,1.003419,1.519243,1.519243,4617488412
12/22/17,1.485434,1.757765,0.946125,1.44812,1.44812,5908987543
12/23/17,1.483309,1.536945,1.369027,1.493995,1.493995,1905234018
12/24/17,1.495573,1.495573,1.159262,1.328009,1.328009,960383313
12/25/17,1.33012,1.43559,1.27703,1.427142,1.427142,872335422
12/26/17,1.426405,1.511177,1.383997,1.509106,1.509106,1191115158
12/27/17,1.50242,1.857161,1.499917,1.770545,1.770545,3610638859
12/28/17,1.763271,1.888757,1.590304,1.797901,1.797901,3572606570
12/29/17,1.80882,2.848879,1.803913,2.785303,2.785303,9490276916
12/30/17,2.765682,3.590142,2.559633,2.7154,2.7154,10197921962
12/31/17,2.635007,3.008418,2.352276,2.893427,2.893427,5838343694
1/1/18,2.887704,3.001938,2.703189,3.001938,3.001938,2378205785
1/2/18,2.974882,3.119204,2.816432,3.102862,3.102862,3965982267
1/3/18,3.08185,4.107751,3.055892,3.895066,3.895066,8323384203
1/4/18,3.91008,4.813182,3.909768,3.992591,3.992591,10121471380
1/5/18,4.122712,4.457989,3.504887,3.781925,3.781925,7800884527
1/6/18,3.747612,4.014953,3.708996,3.83807,3.83807,3445563259
1/7/18,3.836817,4.325934,3.825479,4.18612,4.18612,2968309494
1/8/18,4.168472,4.167463,2.567441,3.049385,3.049385,4115895170
1/9/18,3.033556,3.139198,2.470081,2.62176,2.62176,4608768819
1/10/18,2.65685,2.689088,2.110173,2.474772,2.474772,6057034203
1/11/18,2.481401,2.820446,2.027648,2.442792,2.442792,7884001223
1/12/18,2.429869,2.701633,2.337287,2.54423,2.54423,4147524751
1/13/18,2.554416,2.638205,2.468011,2.516985,2.516985,2652487664
1/14/18,2.513461,2.513461,2.256103,2.319229,2.319229,2465035099
1/15/18,2.313073,2.368599,2.068956,2.08384,2.08384,2284838127
1/16/18,2.085866,2.113795,1.130367,1.46497,1.46497,7066152787
1/17/18,1.470486,1.711551,1.12072,1.625348,1.625348,9021955780
1/18/18,1.624403,2.152102,1.561898,1.981196,1.981196,11305144916
1/19/18,1.963315,2.117292,1.872772,1.938355,1.938355,4617720346
1/20/18,1.951831,2.033621,1.876772,1.971538,1.971538,2930481305
1/21/18,1.968554,1.968554,1.67543,1.72298,1.72298,3546676474
1/22/18,1.737425,1.783227,1.447918,1.690308,1.690308,3290717802
1/23/18,1.685127,1.786226,1.502314,1.659839,1.659839,3695747191
1/24/18,1.678522,1.756976,1.624076,1.675537,1.675537,2288257024
1/25/18,1.683069,1.702384,1.588291,1.62441,1.62441,1220653537
1/26/18,1.620312,1.637237,1.398093,1.498094,1.498094,2507637458
1/27/18,1.498857,1.525428,1.463844,1.500359,1.500359,848076590
1/28/18,1.506241,1.772051,1.506241,1.723328,1.723328,1634378368
1/29/18,1.722847,1.730425,1.602737,1.632985,1.632985,1324276912
1/30/18,1.638177,1.637912,1.395362,1.404414,1.404414,1399578440
1/31/18,1.394669,1.468417,1.278555,1.42974,1.42974,1554756840
2/1/18,1.427882,1.429766,1.141109,1.179773,1.179773,1728751754
2/2/18,1.177459,1.178035,0.78223,1.09899,1.09899,4384314896
2/3/18,1.107943,1.210798,0.946027,1.147754,1.147754,2470487216
2/4/18,1.134557,1.183656,0.990369,1.014163,1.014163,1480720568
2/5/18,1.026895,1.036912,0.845189,0.866686,0.866686,1611326263
2/6/18,0.883376,0.982898,0.737097,0.970491,0.970491,2951424960
2/7/18,0.96822,1.0087,0.884324,0.909357,0.909357,1423739373
2/8/18,0.916086,1.015572,0.908105,1.013423,1.013423,1192195937
2/9/18,1.003201,1.200098,0.971832,1.200098,1.200098,2125433475
2/10/18,1.191073,1.635362,1.191073,1.346348,1.346348,5887159514
2/11/18,1.342061,1.351831,1.169089,1.264037,1.264037,3216624328
2/12/18,1.266982,1.390274,1.266781,1.359478,1.359478,2208710364
2/13/18,1.357881,1.362434,1.276302,1.292893,1.292893,1159112280
2/14/18,1.291219,1.455792,1.285396,1.424856,1.424856,1819230560
2/15/18,1.421648,1.456812,1.387226,1.431167,1.431167,1483166646
2/16/18,1.428771,1.437381,1.386535,1.428,1.428,713151787
2/17/18,1.427247,1.527832,1.421086,1.512009,1.512009,1489108783
2/18/18,1.511758,1.51497,1.371948,1.40685,1.40685,1398299000
2/19/18,1.410227,1.46387,1.406705,1.437735,1.437735,698884715
2/20/18,1.437898,1.478435,1.370384,1.378058,1.378058,1020360708
2/21/18,1.368609,1.386179,1.26788,1.289444,1.289444,1106750887
2/22/18,1.285469,1.329677,1.171614,1.197389,1.197389,1131173489
2/23/18,1.187711,1.301681,1.142081,1.261154,1.261154,1131799650
2/24/18,1.259644,1.280201,1.173531,1.205028,1.205028,618572992
2/25/18,1.201966,1.221688,1.155631,1.193322,1.193322,455670770
2/26/18,1.193597,1.232954,1.15308,1.213297,1.213297,581521273
2/27/18,1.216395,1.233718,1.203334,1.209803,1.209803,399365762
2/28/18,1.206473,1.220237,1.15992,1.16058,1.16058,422786969
3/1/18,1.16,1.2262,1.14348,1.191162,1.191162,609802246
3/2/18,1.188969,1.197929,1.162144,1.172083,1.172083,349040160
3/3/18,1.170335,1.193162,1.163661,1.16907,1.16907,361682483
3/4/18,1.166757,1.32199,1.153377,1.295839,1.295839,1027385125
3/5/18,1.307115,1.394227,1.240178,1.245068,1.245068,2215110954
3/6/18,1.238683,1.287112,1.187063,1.194954,1.194954,1133183105
3/7/18,1.196885,1.204831,1.071456,1.124296,1.124296,1044786239
3/8/18,1.125972,1.1482,1.064089,1.065025,1.065025,644150041
3/9/18,1.065367,1.09694,0.968439,1.088714,1.088714,1267366893
3/10/18,1.095262,1.1024,1.016935,1.020638,1.020638,515900824
3/11/18,1.019534,1.076729,0.993874,1.064917,1.064917,606019023
3/12/18,1.066204,1.07524,1.011404,1.028786,1.028786,455966323
3/13/18,1.025451,1.035039,1.00018,1.023071,1.023071,362324154
3/14/18,1.022887,1.034569,0.875703,0.909314,0.909314,620737519
3/15/18,0.910624,0.946441,0.833715,0.910076,0.910076,1159467925
3/16/18,0.912417,0.929585,0.881186,0.902379,0.902379,658187208
3/17/18,0.900396,0.902607,0.820487,0.835081,0.835081,418713580
3/18/18,0.830643,0.887034,0.718509,0.862537,0.862537,1209277356
3/19/18,0.880015,0.979946,0.837136,0.979946,0.979946,1435003888
3/20/18,0.963828,0.963312,0.879832,0.928003,0.928003,1064584400
3/21/18,0.932248,0.938306,0.879922,0.89441,0.89441,679931565
3/22/18,0.893741,0.903901,0.822287,0.85686,0.85686,580566381
3/23/18,0.857336,0.85727,0.803019,0.828987,0.828987,499015679
3/24/18,0.832905,0.875947,0.825561,0.826526,0.826526,503624786
3/25/18,0.823133,0.846687,0.814457,0.826671,0.826671,295382440
3/26/18,0.827711,0.829563,0.752558,0.769471,0.769471,493550607
3/27/18,0.76891,0.77699,0.725121,0.744357,0.744357,452578717
3/28/18,0.743834,0.765874,0.738146,0.746374,0.746374,333540207
3/29/18,0.746071,0.747603,0.659031,0.659031,0.659031,541836640
3/30/18,0.661294,0.683327,0.624343,0.657033,0.657033,668191588
3/31/18,0.65839,0.682616,0.651362,0.660628,0.660628,378062395
4/1/18,0.662563,0.664604,0.601148,0.625463,0.625463,384072278
4/2/18,0.626735,0.657301,0.61691,0.646989,0.646989,338998332
4/3/18,0.648081,0.719972,0.644809,0.714631,0.714631,740492832
4/4/18,0.710181,0.720283,0.63587,0.63973,0.63973,529578506
4/5/18,0.640137,0.646113,0.619663,0.633039,0.633039,458058394
4/6/18,0.631736,0.635364,0.594916,0.608784,0.608784,278759736
4/7/18,0.60932,0.633363,0.606412,0.623396,0.623396,267157312
4/8/18,0.623856,0.640662,0.623044,0.639659,0.639659,175827608
4/9/18,0.640685,0.654364,0.616342,0.624754,0.624754,345208615
4/10/18,0.625109,0.621647,0.612143,0.619292,0.619292,194493765
4/11/18,0.620094,0.689518,0.616222,0.678159,0.678159,429525709
4/12/18,0.677092,0.811062,0.637282,0.791517,0.791517,1695410945
4/13/18,0.793224,0.873668,0.76248,0.804245,0.804245,1569412328
4/14/18,0.803354,0.833765,0.776793,0.796805,0.796805,789348227
4/15/18,0.800207,0.860198,0.799274,0.860198,0.860198,768325501
4/16/18,0.859898,0.866172,0.803244,0.833565,0.833565,668559373
4/17/18,0.835567,0.851707,0.822251,0.824976,0.824976,555506887
4/18/18,0.825126,0.911017,0.824994,0.895097,0.895097,787924297
4/19/18,0.899046,1.003038,0.892457,1.003038,1.003038,1112402412
4/20/18,1.002019,1.197527,1.002019,1.179802,1.179802,2991501991
4/21/18,1.180512,1.180512,1.047904,1.114254,1.114254,1995938575
4/22/18,1.106236,1.163768,1.082334,1.110636,1.110636,1208172932
4/23/18,1.106273,1.132324,1.101317,1.125891,1.125891,866318174
4/24/18,1.125062,1.238202,1.122183,1.198015,1.198015,2015867149
4/25/18,1.195439,1.195719,1.003104,1.027739,1.027739,2071956046
4/26/18,1.029237,1.096972,0.990126,1.096972,1.096972,1323692491
4/27/18,1.095331,1.106272,1.043482,1.043482,1.043482,863870036
4/28/18,1.041146,1.13798,1.041146,1.107483,1.107483,1011216599
4/29/18,1.108246,1.16023,1.069887,1.120647,1.120647,1150867155
4/30/18,1.118883,1.126673,1.066606,1.075242,1.075242,738307043
5/1/18,1.075777,1.081385,1.023691,1.080451,1.080451,810021867
5/2/18,1.077816,1.112588,1.067919,1.106685,1.106685,701329552
5/3/18,1.106538,1.147844,1.08872,1.136097,1.136097,931556640
5/4/18,1.132333,1.193572,1.112781,1.149927,1.149927,1293972741
5/5/18,1.150081,1.184487,1.150081,1.162333,1.162333,858872960
5/6/18,1.161219,1.179762,1.099239,1.120303,1.120303,822857310
5/7/18,1.120033,1.119887,1.046082,1.072109,1.072109,775824035
5/8/18,1.072682,1.091688,1.042549,1.053847,1.053847,602088572
5/9/18,1.0531,1.052512,0.997538,1.030224,1.030224,785568056
5/10/18,1.031726,1.038565,0.967126,0.968344,0.968344,509976680
5/11/18,0.966226,0.971985,0.835056,0.876186,0.876186,1268210423
5/12/18,0.87724,0.914523,0.818395,0.891263,0.891263,763279441
5/13/18,0.89299,0.970124,0.871098,0.95314,0.95314,680572912
5/14/18,0.951802,0.96909,0.904856,0.948127,0.948127,785047341
5/15/18,0.945619,0.963732,0.891601,0.899222,0.899222,544459856
5/16/18,0.895788,0.912524,0.861031,0.912524,0.912524,549039491
5/17/18,0.911639,0.911281,0.848535,0.856359,0.856359,433754126
5/18/18,0.853908,0.882948,0.837907,0.876083,0.876083,444218883
5/19/18,0.876681,0.889162,0.857541,0.871471,0.871471,320712434
5/20/18,0.872173,0.90705,0.867138,0.901704,0.901704,354908168
5/21/18,0.901958,0.904827,0.866419,0.870796,0.870796,320014515
5/22/18,0.871516,0.872447,0.826168,0.8271,0.8271,300714285
5/23/18,0.83103,0.832043,0.756169,0.769579,0.769579,619264353
5/24/18,0.769082,0.825293,0.757686,0.814328,0.814328,567626760
5/25/18,0.815523,0.820836,0.782464,0.792407,0.792407,375862370
5/26/18,0.791262,0.8125,0.783068,0.794621,0.794621,276553549
5/27/18,0.793755,0.794849,0.782456,0.788786,0.788786,242603199
5/28/18,0.789418,0.791862,0.717492,0.717492,0.717492,425978797
5/29/18,0.722409,0.794768,0.716353,0.783297,0.783297,496033283
5/30/18,0.78659,0.817238,0.759169,0.780777,0.780777,413195713
5/31/18,0.777729,0.805765,0.767524,0.792978,0.792978,366739763
6/1/18,0.793329,0.809147,0.788988,0.807256,0.807256,340698960
6/2/18,0.807383,0.840432,0.802223,0.833269,0.833269,408191790
6/3/18,0.833219,0.872304,0.829954,0.869546,0.869546,424670082
6/4/18,0.89709,0.910981,0.83302,0.85476,0.85476,721272701
6/5/18,0.855371,0.88694,0.829302,0.876193,0.876193,499985697
6/6/18,0.87734,0.879829,0.853918,0.873525,0.873525,354649007
6/7/18,0.874193,0.891249,0.872936,0.880278,0.880278,317473720
6/8/18,0.879574,0.881869,0.859574,0.871319,0.871319,286700203
6/9/18,0.871881,0.877198,0.852469,0.852469,0.852469,227396679
6/10/18,0.852158,0.852158,0.727756,0.762623,0.762623,638696078
6/11/18,0.760123,0.784501,0.738541,0.784501,0.784501,437073599
6/12/18,0.781994,0.782841,0.724373,0.732657,0.732657,402871516
6/13/18,0.732543,0.734712,0.670337,0.693618,0.693618,466852854
6/14/18,0.69462,0.747758,0.682966,0.735928,0.735928,497988547
6/15/18,0.734297,0.734689,0.705224,0.709719,0.709719,319000020
6/16/18,0.708926,0.711813,0.691084,0.705861,0.705861,267519971
6/17/18,0.706854,0.711269,0.693231,0.697034,0.697034,219090548
6/18/18,0.697831,0.724293,0.674698,0.710085,0.710085,365319830
6/19/18,0.711563,0.740656,0.706307,0.729732,0.729732,339094580
6/20/18,0.729887,0.731026,0.697815,0.71752,0.71752,341832060
6/21/18,0.717443,0.728012,0.706517,0.712213,0.712213,258784721
6/22/18,0.712634,0.712581,0.633263,0.646081,0.646081,450354386
6/23/18,0.646562,0.659039,0.638024,0.651836,0.651836,271897154
6/24/18,0.652484,0.655074,0.597124,0.633817,0.633817,490611704
6/25/18,0.633454,0.652538,0.631829,0.640587,0.640587,308130040
6/26/18,0.641422,0.64193,0.606299,0.606299,0.606299,238564809
6/27/18,0.605701,0.630281,0.601197,0.626956,0.626956,287397232
6/28/18,0.626903,0.628801,0.59053,0.594341,0.594341,292316119
6/29/18,0.594204,0.602075,0.563355,0.595166,0.595166,406924359
6/30/18,0.596521,0.630721,0.596521,0.612459,0.612459,453886883
7/1/18,0.612064,0.612505,0.592192,0.606593,0.606593,351347419
7/2/18,0.60692,0.644744,0.597842,0.641049,0.641049,442976395
7/3/18,0.64123,0.680358,0.631924,0.637632,0.637632,539077965
7/4/18,0.638106,0.661937,0.624501,0.643672,0.643672,412214380
7/5/18,0.644169,0.653586,0.621194,0.632759,0.632759,367862696
7/6/18,0.631385,0.632511,0.607103,0.626682,0.626682,320439434
7/7/18,0.625983,0.644111,0.611726,0.644111,0.644111,281171044
7/8/18,0.643904,0.647273,0.62342,0.625565,0.625565,296767653
7/9/18,0.624965,0.630487,0.619837,0.621768,0.621768,270518284
7/10/18,0.621224,0.621665,0.582578,0.58483,0.58483,302792293
7/11/18,0.584941,0.594961,0.582546,0.594533,0.594533,242822794
7/12/18,0.594069,0.594233,0.56342,0.573157,0.573157,239786004
7/13/18,0.574671,0.585106,0.572029,0.577208,0.577208,236022597
7/14/18,0.576971,0.581029,0.570832,0.577905,0.577905,177396809
7/15/18,0.577673,0.590687,0.575172,0.586618,0.586618,201159197
7/16/18,0.587301,0.634996,0.584346,0.634996,0.634996,353730159
7/17/18,0.632237,0.681504,0.618442,0.667476,0.667476,459033540
7/18/18,0.666857,0.685715,0.628517,0.640477,0.640477,484567904
7/19/18,0.642041,0.650545,0.625506,0.63156,0.63156,389649536
7/20/18,0.631629,0.631724,0.573015,0.587574,0.587574,388307254
7/21/18,0.586555,0.603033,0.576169,0.598636,0.598636,237055626
7/22/18,0.5981,0.605325,0.589272,0.589496,0.589496,208484672
7/23/18,0.589247,0.606275,0.585315,0.586295,0.586295,256153451
7/24/18,0.586668,0.613307,0.577634,0.601637,0.601637,420646153
7/25/18,0.599295,0.607465,0.591839,0.599525,0.599525,333605913
7/26/18,0.599027,0.608339,0.584121,0.58782,0.58782,260760425
7/27/18,0.587432,0.600227,0.581373,0.591994,0.591994,265855894
7/28/18,0.593252,0.595302,0.586852,0.592035,0.592035,205336530
7/29/18,0.595871,0.596568,0.587575,0.592199,0.592199,250784382
7/30/18,0.592412,0.594186,0.568709,0.581144,0.581144,322697027
7/31/18,0.580864,0.580898,0.556763,0.566619,0.566619,297831757
8/1/18,0.567058,0.597747,0.556215,0.579563,0.579563,420127680
8/2/18,0.581076,0.581715,0.55991,0.56032,0.56032,266838665
8/3/18,0.560506,0.577344,0.555022,0.572214,0.572214,362196356
8/4/18,0.572821,0.575444,0.55475,0.556545,0.556545,241158586
8/5/18,0.55664,0.564668,0.555266,0.564293,0.564293,243145302
8/6/18,0.564616,0.566358,0.528765,0.538222,0.538222,314649085
8/7/18,0.537826,0.540858,0.495433,0.49748,0.49748,319175753
8/8/18,0.497308,0.497042,0.42552,0.432158,0.432158,469799728
8/9/18,0.434536,0.467514,0.433255,0.452328,0.452328,424940910
8/10/18,0.45154,0.454035,0.416418,0.42104,0.42104,327532896
8/11/18,0.421954,0.42207,0.383139,0.395858,0.395858,373731822
8/12/18,0.394994,0.40652,0.390481,0.391669,0.391669,235139622
8/13/18,0.391277,0.408824,0.362826,0.364341,0.364341,308732132
8/14/18,0.366011,0.367218,0.333175,0.358117,0.358117,361375977
8/15/18,0.361414,0.396642,0.361469,0.370583,0.370583,436848891
8/16/18,0.370621,0.39588,0.365781,0.384846,0.384846,313496204
8/17/18,0.385335,0.48776,0.385368,0.478696,0.478696,649102433
8/18/18,0.473932,0.482975,0.413994,0.427029,0.427029,567020426
8/19/18,0.427372,0.460945,0.420299,0.449201,0.449201,427421070
8/20/18,0.449819,0.459411,0.414302,0.416345,0.416345,405731776
8/21/18,0.414958,0.44024,0.413314,0.43687,0.43687,324201199
8/22/18,0.435901,0.456384,0.41128,0.416,0.416,373127976
8/23/18,0.415701,0.430383,0.41745,0.429168,0.429168,284940148
8/24/18,0.42875,0.427816,0.414191,0.426543,0.426543,318431442
8/25/18,0.4266,0.431652,0.422457,0.427355,0.427355,217906626
8/26/18,0.427267,0.427482,0.417383,0.421233,0.421233,219502118
8/27/18,0.42106,0.437899,0.42047,0.436559,0.436559,294514607
8/28/18,0.437367,0.461411,0.434122,0.454644,0.454644,425844510
8/29/18,0.453346,0.45718,0.441187,0.444934,0.444934,356031683
8/30/18,0.444602,0.447686,0.422649,0.435574,0.435574,342706612
8/31/18,0.435613,0.442379,0.428592,0.437072,0.437072,285625772
9/1/18,0.437047,0.459653,0.435944,0.45322,0.45322,335321807
9/2/18,0.452701,0.455592,0.441061,0.447301,0.447301,314600451
9/3/18,0.448103,0.448886,0.43651,0.439773,0.439773,263301423
9/4/18,0.438756,0.448065,0.435045,0.436918,0.436918,318045390
