Date,Open,High,Low,Close
4/15/11,1418.31,1427.82,1414.09,1425.71
4/18/11,1433.27,1443.88,1424.78,1439.05
4/19/11,1427.49,1433.42,1423.38,1428.64
4/20/11,1423.26,1434.03,1423.26,1427.36
4/21/11,1433.05,1437.43,1431.14,1432.57
4/25/11,1444.26,1448.75,1434.24,1439.78
4/26/11,1428.78,1433.34,1422.59,1430.20
4/27/11,1432.06,1437.48,1430.25,1441.18
4/28/11,1453.59,1460.63,1451.69,1455.69
4/29/11,1453.52,1481.86,1452.20,1469.87
5/2/11,1495.15,1498.67,1466.83,1479.75
5/3/11,1469.61,1473.89,1455.32,1467.32
5/4/11,1472.14,1475.98,1444.52,1452.86
5/5/11,1464.04,1469.84,1421.81,1431.37
5/6/11,1422.56,1443.41,1421.69,1439.94
5/9/11,1444.58,1455.46,1444.39,1445.93
5/10/11,1443.86,1452.00,1443.86,1451.71
5/11/11,1465.10,1465.20,1437.42,1443.09
5/12/11,1436.51,1446.71,1429.48,1450.47
5/13/11,1455.75,1463.30,1442.87,1445.97
5/16/11,1452.55,1458.01,1452.55,1453.62
5/17/11,1448.24,1450.18,1431.90,1438.51
5/18/11,1451.12,1451.71,1451.03,1450.35
5/19/11,1443.43,1443.43,1443.43,1444.11
5/20/11,1460.02,1473.95,1449.99,1469.56
5/23/11,1476.25,1478.69,1472.83,1480.94
5/24/11,1490.44,1490.44,1485.36,1486.63
5/25/11,1492.67,1493.74,1492.37,1492.86
5/26/11,1488.31,1488.31,1486.65,1489.87
5/27/11,1483.21,1501.85,1482.23,1499.71
5/31/11,1488.47,1492.74,1484.31,1487.70
6/1/11,1501.17,1515.74,1495.31,1507.72
6/2/11,1503.56,1506.68,1482.78,1494.49
6/3/11,1500.93,1512.27,1491.44,1507.78
6/6/11,1513.09,1523.88,1512.21,1516.62
6/7/11,1505.55,1510.33,1497.95,1503.90
6/8/11,1513.18,1513.18,1500.54,1507.20
6/9/11,1495.86,1508.23,1494.21,1501.70
6/10/11,1512.84,1513.03,1495.88,1498.04
6/13/11,1490.83,1495.61,1474.44,1478.05
6/14/11,1469.73,1478.45,1465.76,1476.12
6/15/11,1493.34,1501.57,1483.55,1493.93
6/16/11,1498.43,1503.53,1494.50,1501.67
6/17/11,1491.67,1509.89,1491.67,1506.95
6/20/11,1504.55,1514.06,1503.77,1509.94
6/21/11,1496.70,1503.89,1496.60,1502.43
6/22/11,1506.23,1517.23,1503.50,1511.78
6/23/11,1514.34,1514.34,1482.53,1487.81
6/24/11,1507.22,1507.51,1481.32,1483.29
6/27/11,1482.89,1482.89,1470.26,1475.49
6/28/11,1472.66,1477.66,1468.92,1472.46
6/29/11,1459.02,1466.87,1459.02,1464.64
6/30/11,1456.17,1458.57,1443.93,1447.30
7/1/11,1440.41,1440.41,1419.12,1421.33
7/5/11,1434.59,1458.27,1434.50,1455.67
7/6/11,1461.95,1480.39,1458.66,1476.43
7/7/11,1465.92,1469.75,1459.78,1466.97
7/8/11,1468.27,1483.27,1467.88,1481.92
7/11/11,1501.07,1506.10,1494.38,1499.90
7/12/11,1494.40,1510.62,1488.42,1507.63
7/13/11,1508.96,1520.08,1505.90,1519.70
7/14/11,1523.09,1529.33,1520.50,1525.68
7/15/11,1508.96,1518.41,1508.96,1516.12
7/18/11,1527.57,1539.27,1527.57,1536.49
7/19/11,1527.74,1528.41,1504.18,1520.90
7/20/11,1501.42,1512.98,1499.62,1513.17
7/21/11,1508.26,1511.66,1497.50,1497.69
7/22/11,1506.12,1523.18,1506.12,1518.25
7/25/11,1524.91,1533.81,1524.91,1526.80
7/26/11,1519.40,1527.61,1519.40,1525.81
7/27/11,1537.74,1540.40,1535.18,1533.28
7/28/11,1531.64,1537.72,1520.83,1530.89
7/29/11,1544.66,1561.66,1538.45,1555.35
8/1/11,1552.66,1561.08,1537.36,1548.84
8/2/11,1556.57,1596.27,1554.17,1578.29
8/3/11,1596.52,1608.44,1588.54,1599.88
8/4/11,1628.58,1649.47,1608.47,1624.36
8/5/11,1617.10,1635.36,1612.29,1618.37
8/8/11,1668.92,1709.57,1667.93,1699.83
8/9/11,1688.73,1744.12,1686.37,1705.88
8/10/11,1733.94,1785.25,1731.26,1771.03
8/11/11,1767.87,1786.00,1706.72,1722.28
8/12/11,1737.83,1741.39,1701.51,1717.70
8/15/11,1700.88,1730.59,1696.57,1721.08
8/16/11,1737.72,1755.70,1730.45,1750.88
8/17/11,1749.80,1759.12,1747.06,1756.08
8/18/11,1768.99,1810.58,1768.00,1801.07
8/19/11,1805.46,1855.66,1805.46,1830.41
8/22/11,1849.92,1876.05,1839.82,1869.81
8/23/11,1886.74,1887.03,1803.32,1836.63
8/24/11,1809.83,1829.68,1730.94,1731.93
8/25/11,1727.67,1751.48,1687.06,1738.93
8/26/11,1735.87,1795.54,1735.87,1760.99
8/29/11,1775.64,1775.64,1745.17,1746.83
8/30/11,1748.56,1799.82,1744.55,1787.20
8/31/11,1790.32,1797.46,1771.54,1788.26
9/1/11,1781.96,1785.57,1770.54,1782.16
9/2/11,1802.46,1857.27,1802.46,1846.92
9/6/11,1867.99,1893.05,1845.91,1851.75
9/7/11,1838.74,1843.47,1763.87,1784.93
9/8/11,1819.83,1850.20,1815.57,1834.77
9/9/11,1851.43,1874.55,1823.44,1849.74
9/12/11,1839.71,1839.71,1793.62,1797.50
9/13/11,1792.70,1809.96,1783.14,1801.58
9/14/11,1825.29,1825.29,1791.62,1805.98
9/15/11,1786.47,1786.47,1746.63,1749.29
9/16/11,1729.25,1778.72,1729.25,1771.88
9/19/11,1796.91,1801.07,1764.33,1758.99
9/20/11,1764.68,1793.45,1761.90,1792.26
9/21/11,1822.03,1826.06,1796.63,1819.51
9/22/11,1823.15,1823.15,1779.66,1788.20
9/23/11,1785.88,1785.88,1682.05,1683.29
9/26/11,1688.27,1704.06,1602.13,1633.00
9/27/11,1686.17,1698.00,1686.07,1682.91
9/28/11,1704.72,1704.72,1704.72,1669.90
9/29/11,1661.14,1692.00,1641.47,1673.05
9/30/11,1701.81,1721.34,1689.84,1701.39
10/3/11,1716.73,1751.53,1716.52,1746.47
10/4/11,1748.61,1766.61,1680.81,1699.86
10/5/11,1695.95,1711.98,1665.04,1707.40
10/6/11,1704.83,1717.38,1699.64,1714.48
10/7/11,1722.63,1730.95,1690.61,1699.24
10/10/11,1690.22,1722.27,1690.22,1714.87
10/11/11,1733.36,1733.36,1705.17,1707.33
10/12/11,1696.45,1720.77,1695.23,1710.90
10/13/11,1710.83,1713.59,1690.52,1701.85
10/14/11,1681.95,1699.62,1681.95,1698.10
10/17/11,1723.41,1733.54,1706.73,1715.12
10/18/11,1691.37,1691.37,1652.28,1676.85
10/19/11,1691.78,1691.78,1673.12,1678.22
10/20/11,1669.75,1670.36,1634.69,1637.94
10/21/11,1637.56,1659.01,1637.56,1646.63
10/24/11,1651.32,1662.96,1643.90,1656.64
10/25/11,1671.92,1734.73,1671.92,1727.41
10/26/11,1723.72,1730.35,1715.59,1729.44
10/27/11,1701.80,1719.34,1701.80,1730.43
10/28/11,1737.75,1737.75,1718.90,1732.00
10/31/11,1741.20,1741.20,1715.31,1723.51
11/1/11,1740.82,1754.49,1716.14,1745.21
11/2/11,1748.78,1766.13,1747.67,1753.25
11/3/11,1753.12,1778.81,1739.12,1776.99
11/4/11,1790.12,1794.40,1787.98,1788.39
11/7/11,1795.01,1820.85,1792.18,1814.06
11/8/11,1802.10,1802.10,1802.10,1814.92
11/9/11,1834.08,1834.08,1814.85,1831.94
11/10/11,1796.62,1796.62,1784.42,1788.59
11/11/11,1800.22,1812.89,1800.22,1810.86
11/14/11,1807.93,1807.93,1807.93,1806.71
11/15/11,1816.07,1820.05,1797.80,1818.62
11/16/11,1818.97,1818.97,1798.71,1815.19
11/17/11,1805.68,1805.68,1763.19,1769.16
11/18/11,1772.14,1783.44,1765.97,1771.83
11/21/11,1770.65,1770.65,1739.27,1743.33
11/22/11,1739.05,1743.62,1739.05,1766.87
11/23/11,1771.63,1780.85,1761.58,1776.35
11/25/11,1772.71,1776.27,1757.18,1767.88
11/28/11,1770.65,1770.65,1770.65,1770.65
11/29/11,1764.41,1771.73,1756.88,1766.57
11/30/11,1746.84,1782.72,1732.47,1778.94
12/1/11,1771.98,1778.38,1759.31,1760.12
12/2/11,1778.96,1797.41,1775.69,1781.20
12/5/11,1779.69,1783.45,1748.96,1761.17
12/6/11,1739.67,1749.47,1720.38,1745.53
12/7/11,1746.49,1757.90,1735.80,1756.89
12/8/11,1779.91,1790.44,1742.52,1747.01
12/9/11,1745.42,1752.95,1737.67,1744.91
12/12/11,1751.28,1752.00,1701.03,1706.87
12/13/11,1709.93,1727.60,1682.34,1715.30
12/14/11,1700.97,1704.08,1627.48,1646.71
12/15/11,1625.87,1648.01,1619.87,1629.18
12/16/11,1647.71,1656.53,1646.25,1656.22
12/19/11,1657.22,1664.49,1650.26,1655.14
12/20/11,1644.25,1665.47,1644.25,1664.02
12/21/11,1657.71,1677.61,1650.22,1653.91
12/22/11,1642.47,1643.70,1635.43,1642.57
12/23/11,1644.06,1644.88,1637.74,1636.61
12/27/11,1628.81,1628.81,1622.29,1623.92
12/28/11,1623.54,1627.33,1599.36,1601.00
12/29/11,1592.26,1592.26,1557.23,1572.45
12/30/11,1579.57,1610.26,1578.04,1596.29
1/3/12,1586.35,1622.14,1583.42,1617.49
1/4/12,1616.16,1638.42,1614.03,1631.64
1/5/12,1642.33,1655.89,1629.08,1651.10
1/6/12,1668.21,1673.66,1664.20,1661.63
1/9/12,1652.64,1658.58,1645.99,1645.68
1/10/12,1646.07,1665.48,1646.07,1657.35
1/11/12,1665.95,1676.76,1664.93,1670.44
1/12/12,1675.53,1686.63,1675.53,1677.67
1/13/12,1676.11,1680.71,1669.46,1667.42
1/17/12,1668.73,1683.05,1667.11,1680.41
1/18/12,1672.73,1679.11,1672.73,1678.30
1/19/12,1681.84,1683.25,1672.23,1672.84
1/20/12,1673.38,1685.03,1673.38,1684.42
1/23/12,1689.40,1692.52,1682.35,1690.51
1/24/12,1683.74,1685.05,1681.21,1681.01
1/25/12,1679.89,1713.22,1665.13,1706.80
1/26/12,1731.94,1731.94,1723.93,1729.24
1/27/12,1728.73,1735.84,1726.13,1733.53
1/30/12,1741.20,1743.91,1719.66,1734.99
1/31/12,1736.74,1752.78,1730.02,1742.85
2/1/12,1736.29,1749.18,1732.09,1745.18
2/2/12,1743.71,1759.69,1741.51,1755.40
2/3/12,1746.47,1749.06,1712.51,1725.82
2/6/12,1720.43,1730.68,1705.79,1715.25
2/7/12,1712.58,1738.44,1703.83,1736.85
2/8/12,1737.40,1744.87,1721.66,1722.75
2/9/12,1722.96,1741.17,1717.68,1730.52
2/10/12,1736.69,1738.40,1710.33,1727.27
2/13/12,1723.97,1731.96,1717.37,1721.97
2/14/12,1718.28,1723.18,1713.29,1714.19
2/15/12,1722.22,1735.61,1722.22,1724.92
2/16/12,1712.24,1722.20,1700.88,1720.61
2/17/12,1726.35,1727.84,1711.61,1717.29
2/21/12,1730.56,1754.39,1728.07,1751.50
2/22/12,1759.05,1782.26,1750.35,1770.35
2/23/12,1768.87,1780.84,1767.87,1779.74
2/24/12,1778.14,1780.34,1770.95,1774.75
2/27/12,1771.83,1773.83,1766.33,1771.83
2/28/12,1758.40,1779.79,1758.40,1777.40
2/29/12,1771.30,1771.80,1651.66,1692.13
3/1/12,1674.65,1700.29,1674.65,1696.84
3/2/12,1704.08,1704.08,1686.48,1690.04
3/5/12,1696.17,1700.15,1686.13,1693.68
3/6/12,1710.58,1710.58,1667.83,1673.24
3/7/12,1672.49,1680.47,1669.59,1679.77
3/8/12,1671.03,1686.88,1671.03,1682.62
3/9/12,1683.65,1690.78,1665.71,1695.64
3/12/12,1694.88,1694.88,1681.78,1686.05
3/13/12,1678.59,1681.85,1665.45,1673.95
3/14/12,1665.08,1669.15,1625.86,1630.92
3/15/12,1632.26,1646.04,1626.02,1644.95
3/16/12,1646.83,1650.20,1628.27,1642.36
3/19/12,1639.72,1646.43,1630.74,1645.35
3/20/12,1634.05,1638.21,1628.00,1632.66
3/21/12,1644.64,1646.83,1633.04,1636.90
3/22/12,1646.68,1648.08,1632.49,1640.99
3/23/12,1649.37,1661.94,1643.18,1659.15
3/26/12,1649.49,1677.13,1642.36,1669.80
3/27/12,1680.07,1683.06,1676.69,1677.09
3/28/12,1667.27,1667.27,1662.17,1655.09
3/29/12,1656.66,1659.36,1639.22,1647.09
3/30/12,1657.12,1666.50,1655.52,1665.80
4/2/12,1655.01,1667.29,1646.69,1662.04
4/3/12,1662.14,1664.02,1623.60,1654.61
4/4/12,1640.43,1640.93,1607.05,1606.36
4/5/12,1610.01,1622.33,1609.62,1617.66
4/9/12,1640.87,1641.97,1632.09,1638.08
4/10/12,1655.79,1668.54,1642.94,1666.33
4/11/12,1661.28,1666.20,1661.18,1665.50
4/12/12,1650.92,1670.91,1640.97,1670.31
4/13/12,1672.63,1674.13,1649.34,1658.44
4/16/12,1650.63,1656.63,1641.04,1648.54
4/17/12,1636.62,1637.61,1621.76,1634.93
4/18/12,1638.78,1638.88,1623.81,1624.50
4/19/12,1634.42,1645.37,1624.37,1632.93
4/20/12,1628.02,1631.89,1627.23,1628.42
4/23/12,1627.43,1627.43,1610.29,1617.02
4/24/12,1613.43,1627.44,1613.43,1621.92
4/25/12,1613.71,1616.16,1599.55,1613.80
4/26/12,1633.95,1634.35,1633.95,1635.23
4/27/12,1622.22,1634.38,1621.73,1631.53
4/30/12,1641.50,1644.16,1631.63,1641.89
5/1/12,1641.20,1646.62,1637.95,1637.95
5/2/12,1637.10,1637.10,1626.34,1631.38
5/3/12,1632.59,1633.58,1612.91,1615.78
5/4/12,1628.37,1638.23,1622.10,1637.33
5/7/12,1626.35,1628.44,1621.09,1627.05
5/8/12,1634.74,1634.74,1594.09,1602.08
5/9/12,1599.30,1599.30,1590.28,1597.69
5/10/12,1597.88,1598.08,1596.07,1598.78
5/11/12,1587.37,1590.87,1587.37,1584.87
5/14/12,1568.17,1568.28,1560.65,1565.77
5/15/12,1566.05,1568.97,1552.96,1567.46
5/16/12,1560.44,1560.44,1547.38,1555.17
5/17/12,1577.18,1609.91,1577.18,1605.32
5/18/12,1608.61,1626.09,1602.98,1626.90
5/21/12,1619.92,1622.16,1619.92,1616.36
5/22/12,1609.99,1625.73,1602.53,1610.61
5/23/12,1576.02,1576.02,1572.13,1586.17
5/24/12,1600.29,1610.96,1592.59,1598.54
5/25/12,1603.91,1614.00,1602.99,1614.82
5/29/12,1609.63,1617.60,1609.63,1582.95
5/30/12,1600.31,1615.86,1576.11,1610.09
5/31/12,1614.86,1625.09,1603.60,1614.76
6/1/12,1623.65,1696.50,1608.56,1686.62
6/4/12,1687.29,1692.38,1672.73,1676.06
6/5/12,1680.82,1684.35,1674.17,1676.56
6/6/12,1664.99,1685.55,1661.70,1678.45
6/7/12,1668.48,1673.21,1626.63,1631.47
6/8/12,1631.67,1635.78,1607.66,1631.88
6/11/12,1659.10,1659.10,1633.31,1646.20
6/12/12,1635.31,1654.49,1629.57,1654.39
6/13/12,1656.23,1670.85,1656.23,1666.43
6/14/12,1658.69,1664.01,1647.33,1655.82
6/15/12,1659.48,1665.30,1656.62,1662.24
6/18/12,1661.31,1666.43,1653.53,1664.48
6/19/12,1659.34,1660.25,1651.39,1651.60
6/20/12,1647.96,1647.96,1627.90,1644.40
6/21/12,1649.89,1649.99,1611.09,1610.06
6/22/12,1603.50,1607.40,1597.87,1604.02
6/25/12,1620.43,1633.19,1616.42,1633.40
6/26/12,1621.94,1621.94,1605.76,1612.21
6/27/12,1606.03,1610.74,1601.93,1616.79
6/28/12,1626.73,1626.73,1600.58,1601.92
6/29/12,1588.49,1626.92,1587.78,1630.07
7/2/12,1624.39,1625.61,1616.86,1624.49
7/3/12,1623.94,1644.39,1623.94,1641.66
7/5/12,1641.65,1642.36,1620.85,1631.91
7/6/12,1623.14,1624.67,1617.74,1608.97
7/9/12,1612.25,1612.25,1611.03,1618.87
7/10/12,1635.17,1635.79,1602.86,1614.83
7/11/12,1608.28,1610.42,1606.14,1606.04
7/12/12,1599.37,1604.87,1587.04,1594.88
7/13/12,1590.38,1617.06,1590.38,1614.53
7/16/12,1610.19,1613.74,1609.79,1615.27
7/17/12,1615.55,1615.55,1595.61,1608.56
7/18/12,1597.33,1599.86,1585.92,1586.42
7/19/12,1592.10,1599.05,1590.49,1592.20
7/20/12,1604.11,1604.62,1596.21,1602.69
7/23/12,1601.49,1601.79,1599.55,1606.99
7/24/12,1608.09,1616.16,1608.09,1610.13
7/25/12,1607.98,1628.49,1607.57,1632.65
7/26/12,1630.88,1630.88,1630.07,1630.98
7/27/12,1618.25,1618.25,1618.25,1622.77
7/30/12,1626.15,1629.06,1616.33,1622.95
7/31/12,1625.98,1632.40,1614.84,1615.35
8/1/12,1622.32,1626.55,1600.80,1612.57
8/2/12,1611.44,1626.55,1594.42,1598.75
8/3/12,1591.05,1607.47,1586.85,1607.77
8/6/12,1605.50,1614.91,1604.00,1613.71
8/7/12,1605.98,1610.87,1604.19,1604.89
8/8/12,1601.39,1605.97,1594.23,1604.08
8/9/12,1598.73,1602.99,1596.05,1602.99
8/10/12,1601.70,1609.93,1591.00,1605.57
8/13/12,1609.77,1611.45,1595.18,1597.46
8/14/12,1599.84,1602.62,1578.41,1586.55
8/15/12,1576.46,1587.14,1574.68,1586.25
8/16/12,1578.89,1594.18,1578.89,1594.57
8/17/12,1600.51,1600.51,1594.18,1599.03
8/20/12,1595.18,1602.49,1592.80,1601.21
8/21/12,1602.22,1621.01,1602.22,1621.90
8/22/12,1624.11,1638.68,1620.74,1623.12
8/23/12,1649.51,1662.23,1647.62,1659.15
8/24/12,1653.24,1657.01,1649.66,1657.21
8/27/12,1659.30,1659.80,1648.40,1656.83
8/28/12,1640.54,1651.51,1639.85,1647.06
8/29/12,1649.88,1649.98,1647.90,1642.55
8/30/12,1642.75,1649.30,1638.09,1640.87
8/31/12,1636.18,1667.16,1623.95,1661.83
9/4/12,1665.29,1674.06,1663.91,1669.03
9/5/12,1673.50,1676.37,1673.50,1673.89
9/6/12,1666.90,1682.62,1666.90,1672.99
9/7/12,1660.34,1700.95,1660.34,1700.26
9/10/12,1694.47,1694.86,1688.70,1690.16
9/11/12,1689.87,1689.87,1689.67,1685.78
9/12/12,1700.70,1700.80,1689.28,1689.38
9/13/12,1674.93,1712.53,1674.93,1714.08
9/14/12,1720.09,1723.48,1715.23,1718.92
9/17/12,1729.99,1729.99,1709.52,1723.07
9/18/12,1721.37,1721.47,1721.37,1723.42
9/19/12,1731.16,1733.60,1723.36,1724.34
9/20/12,1728.14,1730.29,1718.96,1726.78
9/21/12,1743.80,1743.80,1731.10,1734.23
9/24/12,1724.34,1724.34,1724.34,1724.34
9/25/12,1738.18,1738.28,1738.18,1729.55
9/26/12,1737.26,1738.64,1712.43,1725.24
9/27/12,1718.91,1745.98,1717.05,1743.43
9/28/12,1746.93,1752.24,1737.78,1741.32
10/1/12,1734.94,1759.50,1732.29,1749.19
10/2/12,1749.90,1751.28,1745.18,1744.78
10/3/12,1750.15,1757.75,1749.85,1755.18
10/4/12,1748.36,1759.44,1748.36,1758.75
10/5/12,1753.96,1753.96,1738.70,1740.65
10/8/12,1737.01,1737.01,1726.06,1732.61
10/9/12,1737.94,1737.94,1723.86,1724.54
10/10/12,1731.41,1733.18,1727.18,1732.19
10/11/12,1723.68,1732.88,1723.68,1730.72
10/12/12,1733.44,1733.44,1717.87,1722.18
10/15/12,1716.02,1716.02,1696.31,1702.29
10/16/12,1712.72,1720.32,1712.62,1720.61
10/17/12,1711.07,1712.34,1707.75,1713.13
10/18/12,1723.59,1723.59,1715.12,1717.88
10/19/12,1729.51,1729.51,1709.55,1711.33
10/22/12,1701.90,1715.09,1701.90,1711.92
10/23/12,1713.41,1715.29,1695.35,1695.25
10/24/12,1697.54,1697.64,1687.80,1689.69
10/25/12,1703.01,1707.99,1703.01,1703.31
10/26/12,1701.17,1711.24,1701.17,1705.95
10/29/12,1713.54,1713.54,1708.54,1709.24
10/30/12,1707.56,1712.86,1707.46,1708.96
10/31/12,1714.23,1724.33,1714.23,1717.33
11/1/12,1716.46,1719.25,1709.09,1708.29
11/2/12,1704.48,1704.48,1667.63,1667.43
11/5/12,1677.10,1677.40,1668.63,1676.50
11/6/12,1676.35,1704.03,1676.35,1700.16
11/7/12,1701.24,1719.96,1697.25,1706.71
11/8/12,1716.41,1730.12,1714.71,1725.92
11/9/12,1735.26,1735.66,1729.16,1731.86
11/12/12,1732.16,1733.86,1732.16,1729.26
11/13/12,1725.05,1731.66,1721.94,1727.66
11/14/12,1727.87,1733.59,1727.87,1735.40
11/15/12,1726.80,1726.80,1708.18,1715.19
11/16/12,1711.88,1715.69,1708.78,1716.19
11/19/12,1715.97,1725.13,1715.97,1728.12
11/20/12,1725.77,1726.27,1717.69,1718.39
11/21/12,1719.95,1719.95,1719.95,1722.05
11/23/12,1721.57,1721.57,1721.57,1737.75
11/26/12,1739.00,1739.20,1738.10,1738.20
11/27/12,1736.16,1736.16,1734.96,1731.98
11/28/12,1726.33,1726.33,1703.02,1703.21
11/29/12,1707.48,1716.81,1705.59,1715.02
11/30/12,1714.06,1720.02,1697.37,1699.85
12/3/12,1706.37,1713.33,1705.97,1711.04
12/4/12,1704.37,1704.87,1679.84,1682.62
12/5/12,1682.63,1691.45,1670.63,1677.97
12/6/12,1679.52,1687.25,1671.69,1685.47
12/7/12,1685.19,1688.46,1668.15,1687.96
12/10/12,1681.50,1694.13,1681.50,1690.18
12/11/12,1686.22,1690.27,1682.18,1684.45
12/12/12,1683.83,1695.84,1681.76,1690.23
12/13/12,1681.31,1681.31,1664.27,1669.88
12/14/12,1674.36,1675.24,1670.51,1671.89
12/17/12,1662.90,1670.77,1661.91,1669.29
12/18/12,1677.41,1678.79,1637.58,1645.96
12/19/12,1655.43,1656.13,1644.86,1646.74
12/20/12,1646.82,1649.88,1616.90,1624.11
12/21/12,1637.03,1645.67,1624.91,1648.06
12/24/12,1646.34,1652.40,1643.56,1647.23
12/26/12,1645.12,1657.25,1645.12,1650.39
12/27/12,1647.80,1653.67,1647.80,1654.16
12/28/12,1658.53,1658.53,1648.26,1649.46
12/31/12,1644.22,1665.77,1644.22,1663.49
1/2/13,1648.57,1669.26,1645.81,1663.45
1/3/13,1665.78,1666.47,1641.97,1653.53
1/4/13,1625.38,1636.53,1604.36,1626.47
1/7/13,1633.31,1636.66,1620.78,1622.46
1/8/13,1625.75,1637.40,1625.75,1639.37
1/9/13,1637.64,1641.09,1630.33,1633.89
1/10/13,1646.16,1647.44,1646.16,1650.89
1/11/13,1646.43,1646.43,1627.83,1633.54
1/14/13,1638.53,1646.79,1637.25,1641.97
1/15/13,1645.60,1658.10,1645.60,1657.22
1/16/13,1651.12,1657.13,1651.12,1659.30
1/17/13,1652.44,1670.38,1647.12,1666.24
1/18/13,1674.34,1678.90,1674.24,1673.55
1/22/13,1676.88,1681.25,1674.40,1679.37
1/23/13,1689.61,1692.01,1683.52,1684.62
1/24/13,1684.84,1685.75,1672.01,1673.52
1/25/13,1673.37,1673.37,1667.54,1666.73
1/28/13,1662.57,1666.50,1662.57,1663.38
1/29/13,1664.36,1664.66,1663.86,1663.86
1/30/13,1664.90,1685.73,1664.30,1682.42
1/31/13,1671.06,1675.64,1653.10,1656.29
2/1/13,1659.42,1676.67,1655.43,1664.90
2/4/13,1665.17,1673.65,1658.78,1672.46
2/5/13,1667.20,1676.36,1659.53,1665.41
2/6/13,1665.21,1671.48,1661.02,1670.68
2/7/13,1673.15,1678.24,1659.28,1666.57
2/8/13,1676.36,1677.36,1669.64,1670.85
2/11/13,1673.53,1675.04,1650.63,1655.15
2/12/13,1648.25,1654.87,1646.85,1653.16
2/13/13,1654.85,1654.95,1642.83,1646.83
2/14/13,1643.07,1648.88,1634.66,1636.66
2/15/13,1644.22,1644.92,1610.29,1619.65
2/19/13,1628.90,1635.98,1618.47,1622.42
2/20/13,1631.62,1633.86,1588.00,1604.07
2/21/13,1597.74,1610.68,1583.48,1607.62
2/22/13,1613.40,1618.91,1605.53,1605.64
2/25/13,1621.73,1638.77,1619.98,1628.71
2/26/13,1634.82,1650.93,1630.41,1657.30
2/27/13,1649.92,1649.92,1628.44,1631.92
2/28/13,1644.51,1650.28,1622.98,1625.66
3/1/13,1622.10,1628.26,1608.13,1614.19
3/4/13,1625.00,1625.00,1613.59,1616.06
3/5/13,1622.04,1630.17,1615.67,1618.96
3/6/13,1627.23,1632.39,1616.09,1624.14
3/7/13,1626.52,1630.12,1620.24,1621.17
3/8/13,1625.08,1627.75,1607.78,1623.02
3/11/13,1616.74,1620.54,1616.74,1618.59
3/12/13,1620.64,1636.85,1620.64,1632.64
3/13/13,1637.33,1641.13,1629.82,1633.21
3/14/13,1621.04,1623.29,1610.82,1626.05
3/15/13,1621.64,1625.61,1621.33,1623.67
3/18/13,1640.85,1642.69,1636.46,1639.52
3/19/13,1656.50,1656.50,1656.40,1654.65
3/20/13,1651.28,1654.36,1647.38,1648.72
3/21/13,1652.63,1652.83,1651.71,1653.65
3/22/13,1647.91,1647.91,1640.86,1643.00
3/25/13,1641.57,1642.29,1630.34,1639.02
3/26/13,1621.91,1621.91,1621.91,1621.91
3/27/13,1624.33,1634.08,1615.99,1632.15
3/28/13,1631.29,1633.22,1620.01,1621.23
4/1/13,1623.42,1627.19,1621.39,1626.68
4/2/13,1622.73,1626.18,1597.26,1598.27
4/3/13,1598.56,1599.27,1571.67,1575.33
4/4/13,1577.33,1577.33,1558.90,1571.76
4/5/13,1580.87,1608.75,1577.71,1603.46
4/8/13,1601.75,1606.63,1593.41,1597.89
4/9/13,1597.15,1615.14,1595.53,1611.99
4/10/13,1606.73,1608.36,1578.95,1580.27
4/11/13,1573.94,1583.65,1571.62,1581.22
4/12/13,1581.52,1581.52,1499.85,1520.92
4/15/13,1514.86,1524.29,1371.18,1394.34
4/16/13,1386.99,1430.91,1351.24,1416.40
4/17/13,1409.28,1430.83,1406.20,1418.51
4/18/13,1382.33,1432.50,1382.33,1427.99
4/19/13,1457.34,1458.36,1432.49,1432.69
4/22/13,1442.72,1471.54,1442.72,1457.29
4/23/13,1466.30,1466.30,1441.99,1444.87
4/24/13,1459.69,1466.77,1456.82,1459.90
4/25/13,1461.35,1487.15,1461.35,1490.72
4/26/13,1492.17,1504.98,1475.90,1478.14
4/29/13,1479.12,1492.06,1478.71,1483.87
4/30/13,1481.77,1487.31,1471.60,1482.88
5/1/13,1488.15,1489.46,1452.05,1458.40
5/2/13,1474.04,1486.36,1468.48,1482.82
5/3/13,1477.32,1499.09,1473.19,1476.11
5/6/13,1478.15,1487.31,1476.84,1478.15
5/7/13,1468.31,1472.53,1447.42,1455.26
5/8/13,1459.88,1479.14,1455.07,1478.34
5/9/13,1481.42,1483.64,1463.10,1479.01
5/10/13,1470.15,1473.89,1437.23,1451.17
5/13/13,1455.43,1456.03,1443.10,1449.87
5/14/13,1455.87,1470.43,1447.62,1450.37
5/15/13,1448.15,1448.15,1411.99,1418.49
5/16/13,1417.62,1422.41,1397.43,1414.25
5/17/13,1425.47,1430.00,1397.10,1403.06
5/20/13,1375.22,1425.40,1375.22,1417.61
5/21/13,1423.22,1429.17,1394.48,1414.29
5/22/13,1438.11,1446.92,1414.58,1417.79
5/23/13,1422.57,1437.20,1419.68,1434.31
5/24/13,1431.02,1431.02,1431.02,1431.02
5/27/13,1433.10,1443.65,1431.24,1443.44
5/28/13,1435.94,1448.11,1434.90,1434.17
5/29/13,1440.27,1440.27,1440.27,1440.27
5/30/13,1433.68,1459.84,1429.76,1453.66
5/31/13,1465.75,1474.78,1436.49,1445.21
