Date,Open,High,Low,Close
5/30/06,714.82,729.98,712.07,718.33
5/31/06,716.96,725.22,702.64,707.60
6/1/06,709.49,712.03,684.33,692.72
6/2/06,691.48,701.94,685.53,699.74
6/5/06,703.92,714.44,703.92,712.45
6/6/06,716.48,716.48,695.99,700.89
6/7/06,699.89,700.56,686.87,697.89
6/8/06,704.38,704.38,682.94,683.61
6/9/06,675.38,681.80,671.94,673.38
6/12/06,666.37,670.77,666.37,667.25
6/13/06,674.24,674.24,632.38,626.25
6/14/06,618.25,636.07,618.25,626.38
6/15/06,619.70,641.61,619.70,629.93
6/16/06,644.15,644.93,641.90,648.64
6/19/06,637.45,637.45,637.45,637.45
6/20/06,638.49,638.49,635.13,645.09
6/21/06,634.01,648.41,634.01,651.19
6/22/06,656.84,656.84,655.72,650.36
6/23/06,649.90,655.52,647.66,656.41
6/26/06,654.98,656.11,651.61,657.00
6/27/06,661.72,661.72,661.72,653.41
6/28/06,657.64,658.21,651.47,649.56
6/29/06,651.45,651.45,651.45,651.45
6/30/06,680.37,686.52,680.37,685.40
7/3/06,681.82,681.82,681.82,681.82
7/5/06,697.93,697.93,697.93,697.93
7/6/06,694.80,694.80,694.80,706.05
7/7/06,704.76,704.76,704.76,704.76
7/10/06,701.39,701.39,701.39,701.39
7/11/06,725.83,725.83,725.83,725.83
7/12/06,736.11,736.11,736.11,736.11
7/13/06,738.24,738.24,738.24,738.24
7/14/06,751.61,751.61,751.61,751.61
7/17/06,767.16,769.32,767.16,739.32
7/18/06,714.38,714.38,714.38,714.38
7/19/06,728.18,728.18,728.18,728.18
7/20/06,715.65,715.65,715.65,715.65
7/21/06,704.89,704.89,704.89,704.89
7/24/06,698.87,698.87,698.87,698.87
7/25/06,705.18,705.18,705.18,705.18
7/26/06,705.88,705.88,705.88,705.88
7/27/06,717.98,717.98,717.98,717.98
7/28/06,715.34,719.97,706.85,717.94
7/31/06,717.83,722.13,709.68,717.83
8/1/06,718.62,731.17,711.94,730.94
8/2/06,727.74,739.24,726.50,734.28
8/3/06,732.45,732.45,717.82,725.59
8/4/06,728.13,736.59,724.75,725.88
8/7/06,729.06,729.96,723.80,725.26
8/8/06,721.50,726.33,718.70,725.10
8/9/06,722.61,733.25,715.33,728.77
8/10/06,732.95,734.19,714.69,715.70
8/11/06,717.58,722.08,704.08,712.52
8/14/06,709.75,709.75,705.58,708.17
8/15/06,700.91,701.47,697.54,698.10
8/16/06,706.37,706.37,701.89,703.79
8/17/06,704.34,705.47,690.87,690.76
8/18/06,690.97,694.12,685.12,688.60
8/21/06,685.97,700.39,685.97,699.50
8/22/06,698.43,700.66,695.64,696.86
8/23/06,696.64,698.86,693.52,694.08
8/24/06,689.59,692.81,685.60,687.26
8/25/06,690.82,691.93,690.05,690.27
8/28/06,690.93,690.93,682.37,683.82
8/29/06,683.28,683.28,676.30,676.53
8/30/06,682.86,685.52,681.86,685.19
8/31/06,690.76,690.76,690.76,690.76
9/1/06,689.26,689.26,689.26,689.26
9/5/06,709.68,709.68,709.68,709.68
9/6/06,700.39,700.39,700.39,700.39
9/7/06,684.87,684.87,684.87,684.87
9/8/06,683.33,683.33,683.33,683.33
9/11/06,661.88,661.88,661.88,661.88
9/12/06,661.67,661.67,661.67,657.19
9/13/06,659.61,659.61,659.61,659.61
9/14/06,647.48,647.48,647.48,647.48
9/15/06,645.32,645.32,645.32,645.32
9/18/06,655.05,655.05,655.05,655.05
9/19/06,650.21,650.21,650.21,650.21
9/20/06,659.14,659.14,659.14,654.63
9/21/06,651.52,651.52,651.52,651.52
9/22/06,659.06,659.06,659.06,659.06
9/25/06,658.89,658.89,658.89,658.89
9/26/06,658.13,658.13,658.13,658.13
9/27/06,663.74,663.74,663.74,663.74
9/28/06,664.04,673.48,664.04,672.15
9/29/06,676.69,676.69,665.40,669.43
10/2/06,668.12,673.81,667.11,666.78
10/3/06,664.38,664.38,651.03,646.87
10/4/06,646.50,648.98,631.97,633.10
10/5/06,637.06,647.30,637.06,642.80
10/6/06,644.36,644.93,631.41,644.81
10/9/06,648.93,648.93,648.93,649.38
10/10/06,651.29,651.29,643.92,648.34
10/11/06,657.72,657.72,657.72,651.23
10/12/06,651.85,651.85,651.85,653.33
10/13/06,666.10,666.10,666.10,669.85
10/16/06,674.97,676.11,674.97,676.33
10/17/06,671.65,671.65,671.65,673.02
10/18/06,673.22,674.92,672.08,669.13
10/19/06,663.70,663.70,663.47,675.08
10/20/06,672.33,672.33,671.77,667.27
10/23/06,654.29,654.29,654.29,654.29
10/24/06,649.72,649.72,649.72,658.63
10/25/06,660.15,660.15,660.15,660.15
10/26/06,668.39,668.95,668.39,670.41
10/27/06,669.65,669.65,669.65,669.65
10/30/06,685.17,685.62,684.61,680.89
10/31/06,678.08,678.08,678.08,678.08
11/1/06,694.37,694.37,694.37,699.01
11/2/06,709.23,709.23,709.23,709.23
11/3/06,708.28,708.28,708.28,708.28
11/6/06,706.96,706.96,706.96,706.96
11/7/06,706.77,706.77,706.77,706.77
11/8/06,696.50,696.50,696.50,696.50
11/9/06,697.10,697.10,697.10,717.43
11/10/06,711.10,711.10,711.10,711.10
11/13/06,715.99,715.99,715.99,710.53
11/14/06,710.07,710.07,710.07,710.07
11/15/06,709.08,709.08,709.08,709.08
11/16/06,708.77,708.77,708.77,708.77
11/17/06,708.14,708.14,708.14,712.73
11/20/06,712.63,712.63,712.63,712.63
11/21/06,719.75,719.75,719.75,719.75
11/22/06,717.04,717.04,717.04,717.04
11/24/06,713.70,713.70,713.70,713.70
11/27/06,725.34,725.34,725.34,725.34
11/28/06,720.16,720.16,720.16,720.16
11/29/06,726.28,728.44,721.84,722.98
11/30/06,724.89,739.73,724.89,738.47
12/1/06,739.29,743.65,737.00,738.15
12/4/06,736.63,739.14,733.09,735.94
12/5/06,735.59,739.81,731.25,733.30
12/6/06,735.02,735.02,724.12,723.55
12/7/06,722.10,726.93,718.31,726.24
12/8/06,727.60,731.27,719.21,719.32
12/11/06,715.27,722.96,714.58,723.31
12/12/06,726.32,726.55,723.09,722.52
12/13/06,731.72,731.72,721.89,726.40
12/14/06,726.77,727.35,726.19,725.15
12/15/06,724.04,726.59,709.57,711.89
12/18/06,710.57,713.46,708.25,710.57
12/19/06,710.42,715.49,710.42,716.29
12/20/06,713.92,715.42,711.97,713.01
12/21/06,717.02,717.02,713.79,714.02
12/22/06,716.77,716.77,716.42,716.88
12/26/06,725.43,728.79,722.99,723.80
12/27/06,728.54,728.54,728.54,728.54
12/28/06,727.66,727.66,726.39,735.79
12/29/06,740.41,740.41,740.41,740.41
1/2/07,739.29,739.29,739.29,739.29
1/3/07,750.94,750.94,736.98,735.34
1/4/07,735.14,735.14,735.14,734.43
1/5/07,731.36,731.36,723.85,709.31
1/8/07,714.20,714.20,714.20,714.20
1/9/07,714.29,714.29,714.29,721.46
1/10/07,719.02,719.02,719.02,719.02
1/11/07,720.47,720.47,720.47,720.47
1/12/07,720.28,720.28,720.28,731.15
1/16/07,734.82,734.82,734.82,734.82
1/17/07,739.50,741.97,739.50,741.38
1/18/07,735.51,735.51,735.51,735.51
1/19/07,742.32,742.32,742.32,744.67
1/22/07,748.67,748.67,748.67,748.67
1/23/07,758.03,758.03,758.03,761.57
1/24/07,754.54,754.54,754.54,763.14
1/25/07,766.26,766.26,766.26,766.26
1/26/07,760.20,760.20,760.20,760.20
1/29/07,760.62,760.62,760.62,760.62
1/30/07,759.15,764.46,756.55,760.57
1/31/07,760.41,771.00,754.88,766.88
2/1/07,769.66,779.79,769.30,774.96
2/2/07,777.08,781.35,760.84,765.82
2/5/07,767.23,769.59,764.87,769.48
2/6/07,766.56,779.33,766.44,772.94
2/7/07,775.92,776.75,770.71,772.96
2/8/07,768.41,779.41,767.35,777.87
2/9/07,772.50,784.69,771.21,782.35
2/12/07,780.70,782.58,776.82,778.70
2/13/07,774.87,780.36,774.29,774.41
2/14/07,776.77,782.94,776.77,777.58
2/15/07,777.14,777.14,770.75,775.75
2/16/07,772.67,777.21,772.67,777.67
2/20/07,785.16,785.16,770.30,768.90
2/21/07,766.39,791.81,763.03,789.37
2/22/07,785.71,788.97,785.71,789.08
2/23/07,786.07,794.18,781.09,791.63
2/26/07,794.57,798.05,793.64,796.77
2/27/07,798.23,802.54,780.14,798.11
2/28/07,778.12,788.52,773.91,782.56
3/1/07,789.07,789.07,789.07,776.53
3/2/07,755.24,755.24,755.24,755.24
3/5/07,756.11,756.11,755.88,751.98
3/6/07,758.41,758.41,754.65,757.59
3/7/07,766.49,766.49,766.49,766.49
3/8/07,771.06,771.06,771.06,771.06
3/9/07,760.26,761.08,760.26,762.02
3/12/07,759.58,759.58,759.58,760.05
3/13/07,760.72,760.72,760.72,760.72
3/14/07,753.91,753.91,753.91,753.91
3/15/07,760.00,760.00,760.00,760.00
3/16/07,767.85,767.85,767.61,767.49
3/19/07,768.81,768.81,768.81,768.81
3/20/07,764.02,764.02,764.02,764.02
3/21/07,761.85,761.85,761.85,761.85
3/22/07,767.82,767.82,767.82,767.82
3/23/07,762.28,762.28,762.28,762.28
3/26/07,770.59,770.59,770.59,770.59
3/27/07,766.23,766.23,766.23,766.23
3/28/07,772.75,772.75,772.75,772.75
3/29/07,771.88,772.23,758.78,766.78
3/30/07,762.54,770.04,760.12,764.62
4/2/07,769.90,769.90,759.02,770.13
4/3/07,768.54,773.41,767.50,769.59
4/4/07,769.77,782.52,769.77,779.16
4/5/07,776.82,778.89,773.71,776.82
4/9/07,773.51,780.89,773.51,774.44
4/10/07,773.26,781.99,773.26,776.25
4/11/07,772.55,774.83,768.56,770.84
4/12/07,768.27,768.84,763.84,766.11
4/13/07,774.36,778.23,774.36,780.28
4/16/07,775.44,781.10,775.44,781.10
4/17/07,778.71,779.16,776.67,777.80
4/18/07,777.15,778.84,774.78,777.15
4/19/07,770.33,774.63,770.33,773.05
4/20/07,775.57,778.26,775.57,777.70
4/23/07,772.94,772.94,771.82,774.74
4/24/07,773.22,775.35,766.04,767.38
4/25/07,765.33,765.33,762.32,762.65
4/26/07,768.07,770.65,755.72,757.29
4/27/07,751.79,757.71,751.79,758.15
4/30/07,754.38,754.38,751.39,754.94
5/1/07,748.56,748.56,747.78,749.33
5/2/07,744.44,744.44,744.44,744.44
5/3/07,755.37,755.37,755.37,755.37
5/4/07,760.93,760.93,760.93,760.93
5/7/07,758.21,758.21,758.21,758.21
5/8/07,756.93,756.93,756.93,756.93
5/9/07,751.71,751.71,751.71,751.71
5/10/07,739.25,739.25,739.25,739.25
5/11/07,744.78,744.78,744.78,744.78
5/14/07,739.16,739.16,739.16,739.16
5/15/07,739.15,739.15,739.15,739.15
5/16/07,728.62,728.62,728.62,728.62
5/17/07,721.65,721.65,721.65,721.65
5/18/07,719.49,719.49,719.49,719.49
5/21/07,716.44,717.20,715.68,718.82
5/22/07,715.79,715.79,715.79,715.79
5/23/07,716.57,716.57,716.57,716.57
5/24/07,709.17,711.34,709.17,708.09
5/25/07,708.77,708.77,708.56,707.91
5/29/07,705.57,705.57,705.57,705.57
5/30/07,704.45,707.35,699.94,701.65
5/31/07,698.46,708.63,698.46,707.56
6/1/07,701.78,712.92,701.04,712.07
6/4/07,710.49,713.14,708.06,709.96
6/5/07,714.92,716.95,711.95,712.26
6/6/07,709.49,710.02,704.20,708.33
6/7/07,715.63,715.63,701.66,703.58
6/8/07,698.82,699.99,684.71,685.03
6/11/07,688.15,693.66,688.15,693.56
6/12/07,698.21,698.21,690.84,692.55
6/13/07,690.15,695.38,687.69,691.86
6/14/07,697.37,697.58,694.59,696.30
6/15/07,695.14,699.63,694.82,698.88
6/18/07,705.07,705.39,702.71,702.82
6/19/07,697.27,701.52,693.87,702.05
6/20/07,704.25,704.25,701.27,699.24
6/21/07,696.89,696.89,696.89,699.04
6/22/07,695.15,695.15,695.15,699.01
6/25/07,695.56,696.09,695.56,696.95
6/26/07,692.55,692.55,684.42,686.66
6/27/07,685.58,688.90,685.58,686.97
6/28/07,682.17,686.94,682.17,685.98
6/29/07,689.78,691.59,689.78,690.42
7/2/07,693.71,693.71,693.71,693.39
7/3/07,695.92,695.92,695.92,692.95
7/5/07,684.91,684.91,684.91,684.91
7/6/07,684.96,684.96,684.96,684.96
7/9/07,693.37,693.37,693.37,693.37
7/10/07,698.54,698.54,698.54,698.54
7/11/07,696.30,696.30,696.30,696.30
7/12/07,695.39,695.39,695.39,697.17
7/13/07,698.48,698.48,698.48,697.54
7/16/07,696.56,696.56,696.56,694.37
7/17/07,693.77,693.77,693.77,693.77
7/18/07,702.67,702.67,702.67,702.67
7/19/07,706.52,706.52,706.52,706.52
7/20/07,717.18,717.18,717.18,717.18
7/23/07,712.51,712.51,712.51,712.51
7/24/07,708.94,708.94,708.94,708.94
7/25/07,702.09,702.09,702.09,702.09
7/26/07,699.06,699.06,699.06,699.06
7/27/07,702.50,702.50,702.50,702.50
7/30/07,704.87,710.53,704.23,709.36
7/31/07,709.71,713.23,707.15,711.74
8/1/07,700.17,703.44,695.21,700.59
8/2/07,702.01,702.01,697.90,699.80
8/3/07,704.03,713.12,703.92,711.11
8/6/07,706.95,706.95,703.48,706.32
8/7/07,706.60,706.60,702.91,707.23
8/8/07,707.38,708.95,706.65,707.17
8/9/07,706.89,706.89,700.12,700.12
8/10/07,694.58,709.22,694.58,705.95
8/13/07,706.20,707.36,704.83,705.99
8/14/07,710.17,716.04,710.17,714.01
8/15/07,717.68,722.75,714.98,721.89
8/16/07,715.27,715.27,691.29,697.10
8/17/07,687.59,697.45,687.59,696.61
8/20/07,694.51,695.98,694.51,692.50
8/21/07,699.22,699.76,698.80,697.95
8/22/07,700.29,702.63,700.29,700.50
8/23/07,698.82,698.93,698.40,693.87
8/24/07,696.87,703.93,696.87,703.08
8/27/07,704.39,704.49,702.38,703.23
8/28/07,708.81,709.23,707.42,707.64
8/29/07,706.42,707.16,706.42,705.68
8/30/07,704.01,705.07,704.01,703.48
8/31/07,710.21,710.53,710.21,710.74
9/4/07,715.71,715.71,715.71,715.71
9/5/07,715.37,715.90,715.37,718.64
9/6/07,728.17,728.38,728.17,731.75
9/7/07,739.79,739.79,739.79,739.79
9/10/07,740.88,741.40,738.25,739.62
9/11/07,733.19,733.19,732.46,742.26
9/12/07,740.41,740.41,738.95,738.33
9/13/07,731.63,732.15,731.63,734.32
9/14/07,739.08,739.08,736.71,731.24
9/17/07,738.83,738.83,738.83,735.44
9/18/07,725.37,725.37,725.37,725.37
9/19/07,735.56,735.56,735.56,732.92
9/20/07,733.21,733.21,733.21,733.21
9/21/07,732.28,732.28,732.28,732.28
